Code,Year,"Measles, first dose (MCV1)",Polio (Pol3),Tetanus (DTP3)
COD,2010,66,68,60
COD,2011,66,65,70
COD,2012,69,69,71
COD,2013,68,71,71
COD,2014,69,72,73
COD,2015,65,69,70
COD,2016,63,66,70
COD,2017,65,71,71
COD,2018,64,72,71
COD,2019,65,74,73
COD,2020,62,72,70
COD,2021,55,65,65
COD,2022,56,66,65
COD,2023,52,61,60
COD,2024,55,65,65
DNK,1980,,99,88
DNK,1981,,98,88
DNK,1982,,99,87
DNK,1983,,98,86
DNK,1984,,96,86
DNK,1985,,99,90
DNK,1986,,94,89
DNK,1987,82,97,88
DNK,1988,72,99,87
DNK,1989,80,98,89
DNK,1990,84,99,90
DNK,1991,86,98,90
DNK,1992,85,98,91
DNK,1993,81,96,88
DNK,1994,88,99,89
DNK,1995,88,97,90
DNK,1996,85,99,77
DNK,1997,84,99,92
DNK,1998,91,99,99
DNK,1999,92,99,99
DNK,2000,99,97,97
DNK,2001,94,97,97
DNK,2002,95,98,98
DNK,2003,96,96,96
DNK,2004,96,95,95
DNK,2005,95,93,93
DNK,2006,90,93,93
DNK,2007,89,87,87
DNK,2008,87,88,88
DNK,2009,84,89,89
DNK,2010,85,90,90
DNK,2011,87,91,91
DNK,2012,90,94,94
DNK,2013,89,94,94
DNK,2014,90,94,94
DNK,2015,91,93,93
DNK,2016,94,94,94
DNK,2017,97,98,98
DNK,2018,95,97,97
DNK,2019,96,97,97
DNK,2020,94,97,97
DNK,2021,95,97,97
DNK,2022,95,98,97
DNK,2023,95,97,97
DNK,2024,94,96,96
DJI,1982,15,6,6
DJI,1983,18,14,14
DJI,1984,20,21,21
DJI,1985,27,22,22
DJI,1986,19,24,24
DJI,1987,22,25,25
DJI,1988,68,65,65
DJI,1989,75,77,77
DJI,1990,85,85,85
DJI,1991,53,53,53
DJI,1992,41,41,41
DJI,1993,41,41,41
DJI,1994,42,41,41
DJI,1995,41,41,41
DJI,1996,41,41,41
DJI,1997,31,32,32
DJI,1998,21,23,23
DJI,1999,23,24,23
DJI,2000,50,46,46
DJI,2001,49,49,53
DJI,2002,62,62,62
DJI,2003,66,68,68
DJI,2004,60,64,64
DJI,2005,65,71,71
DJI,2006,67,72,72
DJI,2007,74,88,88
DJI,2008,73,89,89
DJI,2009,84,89,89
DJI,2010,85,88,88
DJI,2011,84,87,87
DJI,2012,83,81,81
DJI,2013,80,82,82
DJI,2014,71,78,78
DJI,2015,74,84,84
DJI,2016,75,68,68
DJI,2017,81,76,76
DJI,2018,86,84,84
DJI,2019,83,85,85
DJI,2020,62,70,70
DJI,2021,50,59,59
DJI,2022,50,59,59
DJI,2023,76,72,72
DJI,2024,75,77,77
DMA,1980,,53,63
DMA,1981,,97,97
DMA,1982,43,73,99
DMA,1983,63,92,93
DMA,1984,85,82,84
DMA,1985,93,89,91
DMA,1986,97,92,93
DMA,1987,87,95,95
DMA,1988,90,97,96
DMA,1989,88,94,92
DMA,1990,88,94,92
DMA,1991,98,94,98
DMA,1992,99,99,99
DMA,1993,99,99,99
DMA,1994,99,99,99
DMA,1995,99,99,99
DMA,1996,99,99,99
DMA,1997,99,97,92
DMA,1998,98,99,99
DMA,1999,99,99,99
DMA,2000,99,99,99
DMA,2001,99,99,99
DMA,2002,99,98,98
DMA,2003,99,99,99
DMA,2004,99,99,99
DMA,2005,98,98,98
DMA,2006,97,96,95
DMA,2007,96,93,96
DMA,2008,99,95,96
DMA,2009,99,99,99
DMA,2010,99,99,98
DMA,2011,99,98,98
DMA,2012,99,97,97
DMA,2013,93,96,97
DMA,2014,94,97,97
DMA,2015,96,98,98
DMA,2016,96,99,99
DMA,2017,77,91,91
DMA,2018,84,94,94
DMA,2019,92,99,99
DMA,2020,92,96,96
DMA,2021,88,92,92
DMA,2022,87,82,82
DMA,2023,84,57,56
DMA,2024,80,90,90
DOM,1980,30,46,36
DOM,1981,18,42,27
DOM,1982,25,43,28
DOM,1983,24,22,29
DOM,1984,19,99,34
DOM,1985,54,39,39
DOM,1986,71,79,80
DOM,1987,71,79,80
DOM,1988,29,65,69
DOM,1989,65,70,58
DOM,1990,70,90,69
DOM,1991,72,74,71
DOM,1992,73,73,73
DOM,1993,75,82,75
DOM,1994,76,98,74
DOM,1995,78,70,72
DOM,1996,79,70,72
DOM,1997,79,71,73
DOM,1998,80,68,75
DOM,1999,83,71,83
DOM,2000,85,71,78
DOM,2001,88,71,72
DOM,2002,86,74,82
DOM,2003,83,65,79
DOM,2004,81,66,79
DOM,2005,79,86,87
DOM,2006,80,88,89
DOM,2007,80,86,85
DOM,2008,80,86,82
DOM,2009,81,85,82
DOM,2010,81,85,88
DOM,2011,82,84,84
DOM,2012,82,85,85
DOM,2013,77,82,83
DOM,2014,82,90,91
DOM,2015,84,87,85
DOM,2016,79,82,87
DOM,2017,80,80,84
DOM,2018,85,86,87
DOM,2019,90,92,89
DOM,2020,76,80,82
DOM,2021,82,83,84
DOM,2022,85,88,88
DOM,2023,88,89,90
DOM,2024,89,88,87
,1980,0,5,6
,1981,0,5,7
,1982,1,59,6
,1983,53,58,45
,1984,60,62,56
,1985,67,69,65
,1986,56,61,69
,1987,68,70,69
,1988,82,84,84
,1989,85,87,87
,1990,90,91,90
,1991,85,88,87
,1992,82,86,84
,1993,79,84,83
,1994,75,83,81
,1995,78,80,78
,1996,83,84,81
,1997,82,84,82
,1998,82,86,82
,1999,83,86,82
,2000,83,83,83
,2001,83,84,83
,2002,83,84,81
,2003,84,86,84
,2004,86,86,85
,2005,86,86,85
,2006,90,90,88
,2007,89,90,89
,2008,92,94,92
,2009,93,95,94
,2010,93,94,94
,2011,94,94,94
,2012,94,95,95
,2013,95,95,93
,2014,94,95,95
,2015,94,94,94
,2016,95,94,94
,2017,95,95,94
,2018,95,94,93
,2019,94,94,93
,2020,91,90,91
,2021,86,83,84
,2022,92,89,93
,2023,88,85,88
,2024,89,88,88
TLS,2002,56,38,54
TLS,2003,55,55,55
TLS,2004,55,57,57
TLS,2005,48,55,55
TLS,2006,61,62,63
TLS,2007,63,70,70
TLS,2008,73,79,79
TLS,2009,70,78,72
TLS,2010,66,72,72
TLS,2011,62,66,67
TLS,2012,73,83,83
TLS,2013,70,82,82
TLS,2014,74,76,77
TLS,2015,70,75,76
TLS,2016,73,79,79
TLS,2017,77,83,83
TLS,2018,77,83,83
TLS,2019,75,83,83
TLS,2020,74,83,83
TLS,2021,72,83,83
TLS,2022,72,83,83
TLS,2023,72,83,83
TLS,2024,72,83,83
,1980,15,20,17
,1981,17,22,18
,1982,22,30,23
,1983,26,29,27
,1984,33,36,35
,1985,46,46,45
,1986,49,51,49
,1987,52,52,52
,1988,62,61,61
,1989,64,64,64
,1990,66,70,70
,1991,66,66,65
,1992,66,64,63
,1993,66,62,61
,1994,66,59,59
,1995,64,67,67
,1996,67,65,65
,1997,67,66,65
,1998,69,70,67
,1999,70,72,70
,2000,70,72,71
,2001,71,74,73
,2002,71,73,73
,2003,72,74,75
,2004,74,76,77
,2005,73,76,76
,2006,73,74,74
,2007,73,74,74
,2008,73,74,74
,2009,74,74,74
,2010,76,75,75
,2011,76,78,78
,2012,76,77,77
,2013,78,78,78
,2014,79,80,79
,2015,80,80,79
,2016,81,82,81
,2017,82,82,82
,2018,82,81,83
,2019,82,84,84
,2020,82,82,81
,2021,80,81,81
,2022,82,84,84
,2023,80,80,80
,2024,80,80,79
,1980,9,9,10
,1981,18,15,18
,1982,21,17,18
,1983,35,29,32
,1984,39,35,38
,1985,43,41,41
,1986,48,45,44
,1987,52,52,51
,1988,54,51,52
,1989,58,55,56
,1990,62,63,62
,1991,58,58,58
,1992,57,57,56
,1993,60,60,60
,1994,65,65,65
,1995,63,68,66
,1996,66,69,65
,1997,65,71,65
,1998,61,67,63
,1999,58,62,58
,2000,58,61,59
,2001,61,62,62
,2002,63,66,63
,2003,64,67,65
,2004,65,68,66
,2005,65,68,68
,2006,68,70,70
,2007,70,73,71
,2008,72,74,72
,2009,75,76,74
,2010,76,76,76
,2011,77,77,77
,2012,77,77,76
,2013,76,77,76
,2014,76,78,78
,2015,76,79,78
,2016,74,78,78
,2017,74,77,78
,2018,75,78,79
,2019,76,79,79
,2020,74,74,77
,2021,73,73,76
,2022,74,75,76
,2023,76,79,79
,2024,76,78,79
ECU,1980,24,19,10
ECU,1981,31,27,26
ECU,1982,45,36,35
ECU,1983,34,32,31
ECU,1984,54,47,48
ECU,1985,51,39,41
ECU,1986,50,44,44
ECU,1987,47,51,51
ECU,1988,53,58,54
ECU,1989,57,64,55
ECU,1990,60,67,68
ECU,1991,54,61,59
ECU,1992,69,86,87
ECU,1993,85,84,85
ECU,1994,83,83,84
ECU,1995,81,82,83
ECU,1996,79,80,82
ECU,1997,77,79,81
ECU,1998,89,83,85
ECU,1999,99,83,79
ECU,2000,99,83,87
ECU,2001,99,90,89
ECU,2002,99,88,88
ECU,2003,99,97,87
ECU,2004,99,90,88
ECU,2005,93,89,92
ECU,2006,97,92,96
ECU,2007,98,95,96
ECU,2008,98,94,96
ECU,2009,97,91,94
ECU,2010,95,88,91
ECU,2011,94,85,88
ECU,2012,96,85,87
ECU,2013,97,87,87
ECU,2014,85,84,83
ECU,2015,84,84,78
ECU,2016,86,79,83
ECU,2017,81,83,85
ECU,2018,83,85,85
ECU,2019,83,85,85
ECU,2020,81,72,70
ECU,2021,65,62,72
ECU,2022,74,59,70
ECU,2023,74,59,70
ECU,2024,74,59,70
EGY,1980,41,67,57
EGY,1981,41,67,57
EGY,1982,41,67,57
EGY,1983,41,67,57
EGY,1984,47,78,69
EGY,1985,74,84,84
EGY,1986,78,89,80
EGY,1987,76,82,81
EGY,1988,85,89,87
EGY,1989,86,90,90
EGY,1990,86,87,87
EGY,1991,89,86,76
EGY,1992,89,89,79
EGY,1993,89,89,81
EGY,1994,89,91,83
EGY,1995,89,90,88
EGY,1996,92,91,90
EGY,1997,92,94,88
EGY,1998,98,95,92
EGY,1999,96,97,97
EGY,2000,98,98,98
EGY,2001,97,99,99
EGY,2002,97,97,97
EGY,2003,98,98,98
EGY,2004,97,97,97
EGY,2005,98,98,98
EGY,2006,98,98,98
EGY,2007,97,98,98
EGY,2008,92,97,97
EGY,2009,95,97,97
EGY,2010,96,97,97
EGY,2011,96,96,96
EGY,2012,93,93,93
EGY,2013,96,97,97
EGY,2014,93,94,94
EGY,2015,92,93,93
EGY,2016,95,95,95
EGY,2017,94,94,94
EGY,2018,94,95,95
EGY,2019,95,95,95
EGY,2020,94,95,94
EGY,2021,96,96,96
EGY,2022,96,97,97
EGY,2023,96,96,96
EGY,2024,97,97,97
SLV,1980,45,42,44
SLV,1981,44,38,42
SLV,1982,43,42,42
SLV,1983,46,20,21
SLV,1984,41,30,31
SLV,1985,71,54,55
SLV,1986,51,51,50
SLV,1987,48,57,53
SLV,1988,63,63,63
SLV,1989,73,64,64
SLV,1990,98,80,80
SLV,1991,54,61,61
SLV,1992,55,61,60
SLV,1993,86,79,79
SLV,1994,80,89,90
SLV,1995,93,94,99
SLV,1996,94,94,96
SLV,1997,98,97,97
SLV,1998,99,99,99
SLV,1999,94,92,94
SLV,2000,97,98,99
SLV,2001,95,94,92
SLV,2002,93,81,81
SLV,2003,90,93,94
SLV,2004,93,90,90
SLV,2005,99,89,89
SLV,2006,98,96,96
SLV,2007,99,99,99
SLV,2008,95,98,98
SLV,2009,91,91,91
SLV,2010,92,89,89
SLV,2011,89,90,89
SLV,2012,93,93,93
SLV,2013,94,90,92
SLV,2014,96,94,94
SLV,2015,97,94,94
SLV,2016,98,98,98
SLV,2017,89,83,92
SLV,2018,87,89,89
SLV,2019,96,97,96
SLV,2020,84,85,89
SLV,2021,97,96,97
SLV,2022,80,93,95
SLV,2023,99,96,96
SLV,2024,96,95,95
GNQ,1985,11,4,3
GNQ,1986,17,4,3
GNQ,1987,32,8,10
GNQ,1988,46,11,19
GNQ,1989,18,15,48
GNQ,1990,88,75,77
GNQ,1991,85,75,77
GNQ,1992,82,76,76
GNQ,1993,79,76,76
GNQ,1994,80,77,77
GNQ,1995,81,79,79
GNQ,1996,81,80,80
GNQ,1997,82,81,81
GNQ,1998,82,81,81
GNQ,1999,51,39,33
GNQ,2000,50,41,35
GNQ,2001,50,43,37
GNQ,2002,49,45,39
GNQ,2003,48,47,41
GNQ,2004,48,49,43
GNQ,2005,47,51,44
GNQ,2006,47,53,46
GNQ,2007,46,55,48
GNQ,2008,45,57,50
GNQ,2009,45,59,52
GNQ,2010,44,61,54
GNQ,2011,46,60,54
GNQ,2012,49,58,54
GNQ,2013,51,57,53
GNQ,2014,53,55,53
GNQ,2015,50,37,40
GNQ,2016,53,55,53
GNQ,2017,52,58,56
GNQ,2018,52,60,59
GNQ,2019,51,63,62
GNQ,2020,50,65,64
GNQ,2021,50,68,67
GNQ,2022,49,70,70
GNQ,2023,61,73,74
GNQ,2024,53,67,68
ERI,1993,34,32,32
ERI,1994,51,49,49
ERI,1995,58,58,58
ERI,1996,66,66,66
ERI,1997,73,75,75
ERI,1998,79,86,86
ERI,1999,88,93,93
ERI,2000,76,83,81
ERI,2001,84,90,86
ERI,2002,83,93,90
ERI,2003,92,95,93
ERI,2004,96,99,98
ERI,2005,95,96,96
ERI,2006,94,94,94
ERI,2007,92,95,95
ERI,2008,91,95,95
ERI,2009,93,95,95
ERI,2010,95,95,95
ERI,2011,96,94,94
ERI,2012,98,94,94
ERI,2013,94,94,94
ERI,2014,90,94,94
ERI,2015,97,95,95
ERI,2016,95,95,95
ERI,2017,93,95,95
ERI,2018,93,95,95
ERI,2019,93,95,95
ERI,2020,93,95,95
ERI,2021,93,95,95
ERI,2022,93,95,95
ERI,2023,93,95,95
ERI,2024,93,95,95
EST,1993,74,67,71
EST,1994,76,76,77
EST,1995,81,80,82
EST,1996,86,86,87
EST,1997,88,86,87
EST,1998,89,88,88
EST,1999,92,91,91
EST,2000,93,93,93
EST,2001,95,94,94
EST,2002,95,94,94
EST,2003,95,95,94
EST,2004,96,95,94
EST,2005,96,96,96
EST,2006,96,95,95
EST,2007,96,95,95
EST,2008,95,95,95
EST,2009,95,95,95
EST,2010,95,94,94
EST,2011,94,93,93
EST,2012,94,94,94
EST,2013,94,94,94
EST,2014,93,93,93
EST,2015,93,93,93
EST,2016,93,93,93
EST,2017,93,93,93
EST,2018,87,92,92
EST,2019,88,91,91
EST,2020,91,91,91
EST,2021,89,89,90
EST,2022,87,86,87
EST,2023,85,84,84
EST,2024,83,81,81
SWZ,1981,30,22,30
SWZ,1982,38,39,39
SWZ,1983,46,43,43
SWZ,1984,50,49,50
SWZ,1985,54,59,61
SWZ,1986,74,72,74
SWZ,1987,65,74,86
SWZ,1988,85,89,89
SWZ,1989,85,89,89
SWZ,1990,85,89,89
SWZ,1991,80,79,79
SWZ,1992,85,93,93
SWZ,1993,85,86,89
SWZ,1994,94,96,96
SWZ,1995,94,81,82
SWZ,1996,82,81,82
SWZ,1997,92,86,82
SWZ,1998,92,86,83
SWZ,1999,92,86,83
SWZ,2000,92,87,84
SWZ,2001,93,87,84
SWZ,2002,93,87,85
SWZ,2003,93,87,85
SWZ,2004,93,88,86
SWZ,2005,93,88,86
SWZ,2006,93,88,87
SWZ,2007,94,88,87
SWZ,2008,94,89,88
SWZ,2009,94,89,88
SWZ,2010,94,89,89
SWZ,2011,87,85,91
SWZ,2012,88,92,95
SWZ,2013,97,98,98
SWZ,2014,97,98,98
SWZ,2015,89,84,90
SWZ,2016,89,90,90
SWZ,2017,89,90,90
SWZ,2018,85,90,90
SWZ,2019,81,89,90
SWZ,2020,76,82,83
SWZ,2021,80,61,77
SWZ,2022,83,97,97
SWZ,2023,85,76,85
SWZ,2024,85,70,84
ETH,1980,4,3,
ETH,1981,3,3,3
ETH,1982,7,3,3
ETH,1983,7,4,4
ETH,1984,8,4,4
ETH,1985,12,6,6
ETH,1986,10,7,7
ETH,1987,13,16,16
ETH,1988,15,16,16
ETH,1989,23,26,26
ETH,1990,38,49,49
ETH,1991,17,21,21
ETH,1992,12,13,13
ETH,1993,22,28,28
ETH,1994,54,57,57
ETH,1995,38,65,57
ETH,1996,54,73,55
ETH,1997,51,83,55
ETH,1998,39,64,42
ETH,1999,27,46,28
ETH,2000,28,48,30
ETH,2001,29,51,32
ETH,2002,32,53,35
ETH,2003,33,56,37
ETH,2004,35,58,39
ETH,2005,40,61,43
ETH,2006,44,61,46
ETH,2007,49,63,50
ETH,2008,54,65,54
ETH,2009,59,67,58
ETH,2010,64,68,61
ETH,2011,68,70,65
ETH,2012,62,69,61
ETH,2013,55,68,59
ETH,2014,54,68,61
ETH,2015,56,75,62
ETH,2016,57,67,64
ETH,2017,59,67,65
ETH,2018,54,65,62
ETH,2019,56,64,61
ETH,2020,57,64,62
ETH,2021,60,63,63
ETH,2022,62,59,63
ETH,2023,68,69,70
ETH,2024,72,73,73
,1980,18.788427,36.01004,26.877947
,1981,22.892265,38.0005,35.907818
,1982,24.36844,39.198833,37.516827
,1983,29.89506,45.72699,38.283497
,1984,32.852165,49.13729,42.709396
,1985,35.113594,51.136093,43.012753
,1986,37.919262,52.811993,45.895065
,1987,40.15254,50.832256,44.483658
,1988,40.489323,50.547077,44.292477
,1989,42.654606,50.796394,45.82926
,1990,47.64567,54.449226,52.011955
,1991,49.12358,55.24093,54.914513
,1992,79.8209,83.29884,83.80669
,1993,84.20063,89.71993,85.174706
,1994,84.47416,89.23385,90.22687
,1995,86.08088,91.31405,89.27698
,1996,87.3319,93.58396,91.217
,1997,88.42396,94.148766,92.25377
,1998,88.1178,94.236725,92.7365
,1999,89.915085,95.06233,94.70049
,2000,90.37543,95.05624,93.65355
,2001,90.93833,95.339584,94.59116
,2002,91.739044,95.529564,94.93218
,2003,91.987236,94.860306,94.71546
,2004,92.324974,96.036736,95.446014
,2005,92.711266,95.53678,95.54562
,2006,93.54976,96.153046,96.13989
,2007,94.07164,95.93999,96.100464
,2008,93.911514,95.535805,95.68077
,2009,92.57653,94.39134,94.38012
,2010,91.657814,93.490425,93.24351
,2011,92.44026,93.132965,93.10296
,2012,93.643196,94.52276,94.882996
,2013,93.64696,93.37025,93.65562
,2014,91.95558,91.73986,90.48741
,2015,91.77655,92.09392,90.71346
,2016,90.947426,92.14857,90.33941
,2017,93.93374,91.29976,91.93416
,2018,94.367294,92.57667,93.081474
,2019,94.50324,93.0277,93.72514
,2020,93.39696,93.09497,93.43497
,2021,93.608864,92.698975,93.228325
,2022,92.62937,91.9435,92.673325
,2023,93.03078,92.46777,92.87597
,1980,55,73,63
,1981,64,78,75
,1982,67,76,75
,1983,72,81,75
,1984,75,84,79
,1985,76,90,78
,1986,72,82,76
,1987,75,84,78
,1988,78,83,77
,1989,79,82,76
,1990,83,84,80
,1991,82,82,84
,1992,81,85,85
,1993,83,85,81
,1994,83,88,88
,1995,84,88,86
,1996,86,91,89
,1997,88,92,91
,1998,88,93,92
,1999,89,93,93
,2000,91,94,93
,2001,92,95,94
,2002,91,93,93
,2003,91,92,92
,2004,92,95,94
,2005,93,95,95
,2006,94,95,95
,2007,95,96,96
,2008,95,96,96
,2009,94,95,95
,2010,93,95,94
,2011,94,94,94
,2012,95,95,96
,2013,95,95,95
,2014,94,93,92
,2015,94,94,93
,2016,93,93,92
,2017,95,93,93
,2018,95,94,94
,2019,95,95,95
,2020,94,94,94
,2021,95,94,94
,2022,94,94,94
,2023,94,94,94
,2024,94,93,93
FJI,1980,32,55,68
FJI,1981,40,62,70
FJI,1982,2,65,64
FJI,1983,25,81,80
FJI,1984,22,72,77
FJI,1985,57,68,69
FJI,1986,61,73,71
FJI,1987,64,92,90
FJI,1988,69,99,98
FJI,1989,65,99,98
FJI,1990,84,96,97
FJI,1991,93,99,99
FJI,1992,91,98,97
FJI,1993,96,96,96
FJI,1994,96,96,96
FJI,1995,94,99,97
FJI,1996,94,99,97
FJI,1997,75,88,86
FJI,1998,77,89,87
FJI,1999,79,90,89
FJI,2000,81,91,90
FJI,2001,83,92,91
FJI,2002,85,94,93
FJI,2003,86,95,94
FJI,2004,88,96,95
FJI,2005,90,97,96
FJI,2006,92,98,98
FJI,2007,94,99,99
FJI,2008,95,98,99
FJI,2009,95,99,99
FJI,2010,96,98,99
FJI,2011,96,99,99
FJI,2012,98,99,99
FJI,2013,94,99,99
FJI,2014,99,99,99
FJI,2015,98,99,99
FJI,2016,97,89,95
FJI,2017,99,91,91
FJI,2018,95,94,94
FJI,2019,94,97,97
FJI,2020,92,98,97
FJI,2021,98,97,98
FJI,2022,99,97,96
FJI,2023,98,97,97
FJI,2024,91,93,94
FIN,1980,,90,92
FIN,1981,70,90,92
FIN,1982,75,78,94
FIN,1983,81,78,94
FIN,1984,83,84,95
FIN,1985,85,89,96
FIN,1986,87,95,97
FIN,1987,92,97,98
FIN,1988,98,99,99
FIN,1989,95,90,90
FIN,1990,97,90,90
FIN,1991,97,97,95
FIN,1992,99,99,99
FIN,1993,99,99,99
FIN,1994,99,98,99
FIN,1995,98,99,99
FIN,1996,98,99,99
FIN,1997,96,95,99
FIN,1998,96,95,99
FIN,1999,96,95,99
FIN,2000,96,96,99
FIN,2001,96,95,98
FIN,2002,96,95,98
FIN,2003,97,96,98
FIN,2004,97,96,98
FIN,2005,97,97,97
FIN,2006,97,97,97
FIN,2007,98,97,99
FIN,2008,97,97,99
FIN,2009,98,99,99
FIN,2010,98,99,99
FIN,2011,97,99,99
FIN,2012,97,99,99
FIN,2013,97,98,98
FIN,2014,96,98,98
FIN,2015,95,97,97
FIN,2016,95,92,92
FIN,2017,94,89,89
FIN,2018,96,91,91
FIN,2019,96,91,91
FIN,2020,95,90,89
FIN,2021,93,89,89
FIN,2022,94,91,91
FIN,2023,94,91,91
FIN,2024,94,91,91
FRA,1980,,80,79
FRA,1981,,80,79
FRA,1982,,86,85
FRA,1983,15,92,90
FRA,1984,26,97,94
FRA,1985,35,97,95
FRA,1986,39,97,96
FRA,1987,45,89,88
FRA,1988,51,81,79
FRA,1989,58,84,95
FRA,1990,71,95,94
FRA,1991,74,95,94
FRA,1992,76,95,94
FRA,1993,78,95,94
FRA,1994,80,97,96
FRA,1995,83,97,96
FRA,1996,84,97,97
FRA,1997,83,97,97
FRA,1998,82,97,96
FRA,1999,83,98,97
FRA,2000,84,98,97
FRA,2001,85,98,97
FRA,2002,86,97,97
FRA,2003,87,96,97
FRA,2004,88,99,98
FRA,2005,87,98,98
FRA,2006,89,99,99
FRA,2007,90,99,99
FRA,2008,89,99,99
FRA,2009,89,98,98
FRA,2010,89,99,99
FRA,2011,89,99,99
FRA,2012,91,99,99
FRA,2013,90,88,88
FRA,2014,91,92,92
FRA,2015,91,96,96
FRA,2016,90,95,95
FRA,2017,90,95,95
FRA,2018,91,95,95
FRA,2019,92,95,95
FRA,2020,94,96,96
FRA,2021,94,96,96
FRA,2022,95,96,96
FRA,2023,95,96,96
FRA,2024,95,96,96
GAB,1983,,,14
GAB,1984,,,31
GAB,1985,58,48,48
GAB,1986,66,59,59
GAB,1987,67,65,65
GAB,1988,68,72,72
GAB,1989,76,78,78
GAB,1990,76,78,78
GAB,1991,71,72,72
GAB,1992,66,66,66
GAB,1993,63,67,67
GAB,1994,60,69,69
GAB,1995,57,70,70
GAB,1996,57,60,62
GAB,1997,56,50,54
GAB,1998,56,47,50
GAB,1999,55,44,45
GAB,2000,55,44,45
GAB,2001,55,44,45
GAB,2002,55,44,45
GAB,2003,55,44,45
GAB,2004,55,44,45
GAB,2005,55,44,45
GAB,2006,55,44,45
GAB,2007,62,78,81
GAB,2008,67,81,82
GAB,2009,63,74,76
GAB,2010,62,68,67
GAB,2011,72,75,75
GAB,2012,71,80,82
GAB,2013,70,77,79
GAB,2014,61,68,70
GAB,2015,68,79,80
GAB,2016,64,74,75
GAB,2017,63,74,75
GAB,2018,59,64,70
GAB,2019,62,70,70
GAB,2020,53,62,63
GAB,2021,64,69,75
GAB,2022,52,59,60
GAB,2023,66,69,70
GAB,2024,57,60,61
GMB,1980,69,53,63
GMB,1981,70,66,76
GMB,1982,71,76,80
GMB,1983,70,70,62
GMB,1984,79,78,70
GMB,1985,75,62,78
GMB,1986,62,67,73
GMB,1987,88,80,85
GMB,1988,80,88,82
GMB,1989,85,92,87
GMB,1990,86,94,92
GMB,1991,87,94,85
GMB,1992,83,94,85
GMB,1993,87,96,90
GMB,1994,89,97,93
GMB,1995,91,98,96
GMB,1996,94,97,96
GMB,1997,91,99,96
GMB,1998,90,91,97
GMB,1999,90,82,75
GMB,2000,89,83,80
GMB,2001,89,84,87
GMB,2002,90,86,87
GMB,2003,90,87,87
GMB,2004,92,88,87
GMB,2005,91,94,95
GMB,2006,89,94,95
GMB,2007,88,94,95
GMB,2008,92,96,96
GMB,2009,96,97,98
GMB,2010,92,97,97
GMB,2011,91,95,96
GMB,2012,95,98,98
GMB,2013,96,96,97
GMB,2014,96,97,96
GMB,2015,97,96,97
GMB,2016,97,95,95
GMB,2017,90,92,92
GMB,2018,91,93,93
GMB,2019,85,88,88
GMB,2020,82,89,85
GMB,2021,79,89,82
GMB,2022,74,69,79
GMB,2023,80,86,84
GMB,2024,83,80,80
GEO,1992,16,68,58
GEO,1993,61,82,54
GEO,1994,63,82,58
GEO,1995,61,82,79
GEO,1996,65,82,80
GEO,1997,69,81,80
GEO,1998,73,80,80
GEO,1999,76,82,84
GEO,2000,73,81,80
GEO,2001,74,83,87
GEO,2002,75,89,84
GEO,2003,76,74,75
GEO,2004,86,66,78
GEO,2005,90,82,82
GEO,2006,96,89,88
GEO,2007,97,88,98
GEO,2008,97,90,92
GEO,2009,83,93,88
GEO,2010,94,88,92
GEO,2011,91,88,94
GEO,2012,93,93,92
GEO,2013,97,94,93
GEO,2014,92,91,91
GEO,2015,96,91,94
GEO,2016,93,92,92
GEO,2017,95,91,91
GEO,2018,98,93,93
GEO,2019,99,94,94
GEO,2020,91,88,88
GEO,2021,90,85,85
GEO,2022,90,85,85
GEO,2023,95,88,88
GEO,2024,90,86,86
DEU,1980,25,80,
DEU,1981,50,95,95
DEU,1982,50,95,97
DEU,1983,47,94,93
DEU,1984,48,90,94
DEU,1985,50,85,80
DEU,1986,70,90,90
DEU,1987,75,80,80
DEU,1988,75,80,80
DEU,1989,75,80,80
DEU,1990,75,80,80
DEU,1991,75,80,80
DEU,1992,75,80,85
DEU,1993,89,95,62
DEU,1994,90,95,73
DEU,1995,92,95,78
DEU,1996,91,95,84
DEU,1997,91,95,87
DEU,1998,92,94,89
DEU,1999,92,94,97
DEU,2000,92,94,90
DEU,2001,94,96,93
DEU,2002,94,97,93
DEU,2003,95,96,97
DEU,2004,96,96,96
DEU,2005,96,95,96
DEU,2006,96,94,96
DEU,2007,97,95,96
DEU,2008,97,95,96
DEU,2009,97,95,96
DEU,2010,97,94,96
DEU,2011,97,94,95
DEU,2012,97,94,95
DEU,2013,97,93,93
DEU,2014,97,93,93
DEU,2015,97,92,93
DEU,2016,97,91,91
DEU,2017,97,91,91
DEU,2018,97,91,91
DEU,2019,97,91,91
DEU,2020,97,91,91
DEU,2021,98,92,92
DEU,2022,96,88,89
DEU,2023,96,88,89
DEU,2024,96,88,89
GHA,1980,16,7,7
GHA,1981,23,25,22
GHA,1982,21,25,23
GHA,1983,16,23,23
GHA,1984,10,19,19
GHA,1985,21,18,22
GHA,1986,31,29,35
GHA,1987,51,40,42
GHA,1988,59,45,47
GHA,1989,65,50,51
GHA,1990,61,57,58
GHA,1991,63,60,60
GHA,1992,64,62,62
GHA,1993,66,67,66
GHA,1994,68,71,70
GHA,1995,70,71,70
GHA,1996,71,72,71
GHA,1997,73,72,71
GHA,1998,78,78,76
GHA,1999,81,78,79
GHA,2000,90,88,88
GHA,2001,78,81,79
GHA,2002,78,80,78
GHA,2003,80,80,80
GHA,2004,83,81,80
